MSA,Tract ID,White Alone,Black or African American alone,Asian alone,Family Households,Nonfamily Households,Household income: < 10k,Household income: 10-15k,Household income: 15-20k,Household income: 20-25k,Household income: 25-30k,Household income: 30-35k,Household income: 35-40k,Household income: 40-45k,Household income: 45-50k,Household income: 50-60k,Household income: 60-75k,Household income: 75-100k,Household income: 100-125k,Household income: 125-150k,Household income: 150-200k,Household income: > 200k,With wage or salary income,No wage or salary income,With self-employment income,No self-employment income,With interest dividends or net rental income,No interest dividends or net rental income,With Social Security income,No Social Security income,With Supplemental Security Income (SSI),No Supplemental Security Income (SSI),With public assistance income,No public assistance income,With cash public assistance or Food Stamps/SNAP,No cash public assistance or Food Stamps/SNAP,With retirement income,No retirement income,Per capita income (2010 dollars),Housing units,Occupancy status: Occupied,Occupancy status: Vacant,Housing tenure: Owner-occupied,Housing tenure: Renter-occupied,Median number of rooms,Median gross rent (dollars),Median value for owner-occupied housing
San Francisco-Oakland-Hayward,6001441301,976,314,1382,821,308,54,0,0,6,44,0,32,20,0,74,155,99,190,185,139,131,949,180,168,961,433,696,147,982,42,1087,47,1082,47,1082,122,1007,43225,1220,1129,1129,565,564,4.7,1627,770200
San Francisco-Oakland-Hayward,6001441302,2283,183,2146,1400,346,47,10,39,28,53,47,85,41,43,134,94,195,282,152,340,156,1420,326,263,1483,660,1086,373,1373,36,1710,16,1730,34,1712,270,1476,36213,1892,1746,1746,1301,445,6.2,1407,625000
San Francisco-Oakland-Hayward,6001432700,1614,89,382,632,342,22,18,38,60,23,38,30,39,30,32,56,148,129,182,48,81,673,301,132,842,359,615,261,713,33,941,26,948,38,936,190,784,42123,1003,974,974,730,244,5.8,1222,538200
San Francisco-Oakland-Hayward,6001437900,849,593,226,511,169,31,22,32,0,47,34,113,42,60,49,49,78,69,26,28,0,615,65,47,633,64,616,118,562,17,663,33,647,75,605,62,618,17302,735,680,680,234,446,4.3,1184,440400
San Francisco-Oakland-Hayward,6001409600,1568,1890,30,1126,314,113,87,135,56,96,126,116,50,117,148,167,100,110,0,19,0,1158,282,168,1272,85,1355,306,1134,98,1342,75,1365,170,1270,207,1233,13616,1702,1440,1440,554,886,4.7,1224,422200
San Francisco-Oakland-Hayward,6001436300,2064,664,994,1358,691,81,71,138,118,135,136,123,46,89,192,297,276,101,106,99,41,1722,327,243,1806,306,1743,338,1711,102,1947,97,1952,133,1916,138,1911,21491,2208,2049,2049,657,1392,4.3,1210,495700
San Francisco-Oakland-Hayward,6001428600,1373,188,1239,688,774,98,82,40,32,45,61,49,52,51,107,137,331,110,134,77,56,1061,401,147,1315,656,806,437,1025,67,1395,18,1444,31,1431,284,1178,40148,1580,1462,1462,813,649,3.9,1417,472900
San Francisco-Oakland-Hayward,6001422700,2275,80,987,135,833,169,35,44,135,42,63,16,9,71,68,79,73,40,47,55,22,665,303,143,825,249,719,76,892,8,960,29,939,56,912,46,922,17999,1076,968,968,162,806,3.8,1268,980200
San Francisco-Oakland-Hayward,6001421500,3106,38,290,1037,528,40,20,30,12,21,52,20,0,13,55,67,236,148,119,376,356,1131,434,534,1031,874,691,539,1026,10,1555,8,1557,8,1557,418,1147,74831,1608,1565,1565,1294,271,6.4,1637,930100
San Francisco-Oakland-Hayward,6001407700,1052,2453,412,988,815,87,123,44,71,96,49,0,116,88,136,220,298,163,169,48,95,1263,540,365,1438,372,1431,511,1292,144,1659,106,1697,116,1687,349,1454,33030,1927,1803,1803,1380,423,5.4,1202,471100
San Francisco-Oakland-Hayward,6001441601,2102,106,1568,1195,230,18,18,19,65,67,32,51,57,44,106,100,199,203,172,217,57,1181,244,175,1250,393,1032,387,1038,112,1313,93,1332,101,1324,218,1207,30127,1478,1425,1425,1044,381,6,1843,554600
San Francisco-Oakland-Hayward,6001441602,2461,358,2454,1735,463,53,50,47,114,42,140,104,71,41,218,209,439,261,156,161,92,1810,388,206,1992,477,1721,482,1716,66,2132,32,2166,70,2128,300,1898,28188,2338,2198,2198,1354,844,5.1,1256,486900
San Francisco-Oakland-Hayward,6001400200,1559,72,213,515,393,10,0,7,27,10,30,49,35,16,43,63,170,52,66,114,216,686,222,266,642,559,349,314,594,10,898,0,908,0,908,210,698,81758,942,908,908,621,287,5.9,1342,902400
San Francisco-Oakland-Hayward,6001442700,1713,19,635,746,329,70,9,10,40,24,47,19,51,45,108,51,97,103,187,124,90,770,305,96,979,398,677,378,697,80,995,19,1056,19,1056,269,806,43022,1103,1075,1075,796,279,5.8,1387,644300
San Francisco-Oakland-Hayward,6001437000,1014,127,924,671,432,0,34,53,26,17,39,84,81,66,66,143,115,228,73,78,0,835,268,84,1019,281,822,336,767,78,1025,30,1073,38,1065,342,761,31101,1282,1103,1103,957,146,5.1,1578,381100
San Francisco-Oakland-Hayward,6001428301,2490,267,2982,1696,645,65,41,40,71,94,43,12,8,139,165,259,324,368,184,353,175,1793,548,343,1998,1169,1172,746,1595,84,2257,32,2309,44,2297,530,1811,39564,2485,2341,2341,1963,378,5.6,2001,593700
San Francisco-Oakland-Hayward,6001436800,1535,548,937,1008,310,76,12,54,32,33,104,14,48,43,102,122,165,321,129,50,13,1181,137,141,1177,260,1058,271,1047,39,1279,88,1230,124,1194,218,1100,27228,1427,1318,1318,675,643,4.9,1284,485900
San Francisco-Oakland-Hayward,6001428302,3458,149,2913,2101,456,57,44,0,25,0,57,110,27,56,43,178,336,211,323,478,612,1960,597,576,1981,1750,807,810,1747,89,2468,0,2557,0,2557,487,2070,55941,2685,2557,2557,2253,304,6.4,2001,810100
San Francisco-Oakland-Hayward,6001409100,524,1054,0,496,206,97,35,7,41,35,100,18,0,0,43,70,91,82,51,32,0,560,142,94,608,115,587,136,566,33,669,105,597,112,590,123,579,19822,724,702,702,418,284,4.9,1288,268000
San Francisco-Oakland-Hayward,6001403900,2427,817,351,530,1715,39,147,16,180,20,87,14,127,0,213,306,433,213,213,58,179,1750,495,452,1793,736,1509,396,1849,19,2226,19,2226,19,2226,399,1846,53261,2405,2245,2245,846,1399,3.8,1206,460100
San Francisco-Oakland-Hayward,6001406000,739,552,1173,552,830,202,250,155,63,95,67,35,56,77,109,53,94,107,9,0,10,906,476,235,1147,119,1263,280,1102,280,1102,26,1356,119,1263,70,1312,17030,1595,1382,1382,198,1184,3.1,880,343800
San Francisco-Oakland-Hayward,6001422400,2353,150,1810,444,1746,265,165,202,135,122,107,183,85,25,244,127,151,97,102,132,48,1592,598,255,1935,477,1713,276,1914,28,2162,0,2190,0,2190,218,1972,28180,2232,2190,2190,228,1962,3.2,1349,640400
San Francisco-Oakland-Hayward,6001450701,5444,120,1671,2153,263,77,0,30,9,0,62,35,40,16,52,255,182,121,202,376,959,1989,427,529,1887,1300,1116,415,2001,0,2416,26,2390,54,2362,345,2071,64183,2459,2416,2416,2096,320,8,1551,1000001
San Francisco-Oakland-Hayward,6001405402,674,826,998,573,616,90,130,90,77,123,127,13,0,77,16,266,96,26,11,47,0,798,391,98,1091,33,1156,208,981,180,1009,98,1091,184,1005,155,1034,19946,1309,1189,1189,187,1002,3.7,1000,343800
San Francisco-Oakland-Hayward,6001405401,1004,839,1442,654,904,117,284,200,162,68,83,72,33,104,160,114,42,36,0,16,67,1068,490,218,1340,149,1409,345,1213,127,1431,130,1428,215,1343,212,1346,18560,1837,1558,1558,268,1290,3.3,897,310300
San Francisco-Oakland-Hayward,6001403300,1007,274,2735,911,1091,204,129,107,144,31,66,130,29,64,62,189,433,106,132,100,76,1622,380,216,1786,397,1605,376,1626,91,1911,32,1970,62,1940,59,1943,34086,2322,2002,2002,522,1480,3.1,1254,426800
San Francisco-Oakland-Hayward,6001438000,1480,161,419,667,367,11,24,22,11,37,13,44,27,26,144,148,157,136,133,51,50,810,224,79,955,317,717,325,709,41,993,23,1011,23,1011,271,763,34675,1134,1034,1034,694,340,5.4,1345,538300
San Francisco-Oakland-Hayward,6001400900,1084,1297,37,400,723,122,69,56,61,22,33,114,41,39,82,143,220,43,14,24,40,838,285,187,936,214,909,217,906,34,1089,21,1102,44,1079,129,994,28680,1196,1123,1123,439,684,4.5,1003,470500
San Francisco-Oakland-Hayward,6001442800,1091,96,865,626,176,10,40,31,22,9,54,8,76,0,48,102,104,91,46,113,48,705,97,110,692,205,597,231,571,21,781,32,770,43,759,128,674,34395,970,802,802,549,253,5.5,1589,533900
San Francisco-Oakland-Hayward,6001443001,1592,300,857,737,90,8,0,24,15,8,6,32,7,42,59,90,128,185,132,91,0,750,77,48,779,143,684,135,692,24,803,20,807,50,777,113,714,23902,851,827,827,658,169,5.4,1478,527200
San Francisco-Oakland-Hayward,6001443002,2303,73,1835,1401,334,49,14,79,40,44,72,31,46,40,102,202,328,247,108,200,133,1518,217,161,1574,438,1297,416,1319,22,1713,21,1714,54,1681,210,1525,32530,1816,1735,1735,1354,381,5.4,1737,512800
San Francisco-Oakland-Hayward,6001436700,1611,113,150,756,280,9,58,74,99,51,83,48,34,73,62,111,199,57,38,31,9,933,103,59,977,279,757,208,828,46,990,40,996,55,981,243,793,19574,1036,1036,1036,578,458,4.7,1435,329200
San Francisco-Oakland-Hayward,6001437500,1276,512,750,879,235,96,52,62,26,32,78,59,72,55,96,235,152,91,0,8,0,873,241,80,1034,119,995,179,935,64,1050,130,984,130,984,124,990,15903,1245,1114,1114,300,814,4.2,1176,430400
San Francisco-Oakland-Hayward,6001444100,4393,200,1648,2039,415,33,146,130,55,81,32,17,49,37,217,219,406,445,193,274,120,1798,656,227,2227,1071,1383,767,1687,144,2310,87,2367,137,2317,630,1824,32663,2567,2454,2454,2111,343,6.2,494,654000
San Francisco-Oakland-Hayward,6001405700,600,856,1170,631,639,191,65,155,44,20,121,38,51,25,90,121,116,139,51,30,13,962,308,190,1080,98,1172,136,1134,97,1173,55,1215,154,1116,189,1081,22421,1542,1270,1270,405,865,3.7,889,434700
San Francisco-Oakland-Hayward,6001427900,3114,13,961,1119,1040,41,158,14,51,27,152,45,114,111,189,188,277,377,126,107,182,1694,465,383,1776,756,1403,555,1604,123,2036,12,2147,12,2147,381,1778,43599,2252,2159,2159,863,1296,4.3,1186,721500
San Francisco-Oakland-Hayward,6001451503,4563,57,339,1477,535,116,62,72,30,37,82,57,37,90,22,250,306,247,231,209,164,1532,480,190,1822,554,1458,631,1381,91,1921,102,1910,133,1879,369,1643,38575,2125,2012,2012,1311,701,5.9,984,537600
San Francisco-Oakland-Hayward,6001451501,3287,162,497,1245,492,45,116,102,16,27,85,43,71,55,90,89,202,135,155,245,261,1328,409,163,1574,700,1037,450,1287,134,1603,47,1690,75,1662,427,1310,43327,1762,1737,1737,1049,688,6,1099,762500
San Francisco-Oakland-Hayward,6001451506,2241,32,73,776,177,0,37,0,117,67,0,0,25,45,111,9,232,57,36,160,57,842,111,178,775,267,686,144,809,0,953,11,942,56,897,133,820,29390,1114,953,953,398,555,4.8,1373,528500
San Francisco-Oakland-Hayward,6001451505,3137,0,51,956,187,15,0,48,11,0,31,14,18,25,52,41,168,158,167,195,200,976,167,71,1072,460,683,208,935,7,1136,0,1143,48,1095,251,892,46053,1143,1143,1143,1052,91,7,1974,627900
